organismo_id	nombre
4004	Juzgado Tercero de Distrito en Materia de Extinción de Dominio con Competencia en la República Mexicana y Especializado en Juicios Orales Mercantiles en el Primer Circuito
4005	Juzgado Cuarto de Distrito en Materia de Extinción de Dominio con Competencia en la República Mexicana y Especializado en Juicios Orales Mercantiles en el Primer Circuito
4006	Juzgado Quinto de Distrito en Materia de Extinción de Dominio con Competencia en la República Mexicana y Especializado en Juicios Orales Mercantiles en el Primer Circuito
4007	Juzgado Sexto de Distrito en Materia de Extinción de Dominio con Competencia en la República Mexicana y Especializado en Juicios Orales Mercantiles en el Primer Circuito
1301	Juzgado Primero de Distrito en Materia Administrativa, Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y Jurisdicción en toda la República
1302	Juzgado Segundo de Distrito en Materia Administrativa, Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y Jurisdicción en toda la República
4138	Juzgado Tercero de Distrito en Materia Administrativa, Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y Jurisdicción en toda la República
4	Primer Tribunal Colegiado en Materia Administrativa del Primer Circuito
15	Segundo Tribunal Colegiado en Materia Administrativa del Primer Circuito
26	Tercer Tribunal Colegiado en Materia Administrativa del Primer Circuito
36	Cuarto Tribunal Colegiado en Materia Administrativa del Primer Circuito
45	Quinto Tribunal Colegiado en Materia Administrativa del Primer Circuito
53	Sexto Tribunal Colegiado en Materia Administrativa del Primer Circuito
61	Séptimo Tribunal Colegiado en Materia Administrativa del Primer Circuito
67	Octavo Tribunal Colegiado en Materia Administrativa del Primer Circuito
73	Noveno Tribunal Colegiado en Materia Administrativa del Primer Circuito
79	Décimo Tribunal Colegiado en Materia Administrativa del Primer Circuito
84	Décimo Primer Tribunal Colegiado en Materia Administrativa del Primer Circuito
88	Décimo Segundo Tribunal Colegiado en Materia Administrativa del Primer Circuito
92	Décimo Tercer Tribunal Colegiado en Materia Administrativa del Primer Circuito
586	Décimo Cuarto Tribunal Colegiado en Materia Administrativa del Primer Circuito
708	Décimo Quinto Tribunal Colegiado en Materia Administrativa del Primer Circuito
792	Decimosexto Tribunal Colegiado en Materia Administrativa del Primer Circuito
933	Decimoséptimo Tribunal Colegiado en Materia Administrativa del Primer Circuito
1148	Décimo Octavo Tribunal Colegiado en Materia Administrativa del Primer Circuito
1442	Decimonoveno Tribunal Colegiado en Materia Administrativa del Primer Circuito
1443	Vigésimo Tribunal Colegiado en Materia Administrativa del Primer Circuito
2456	Vigésimo Primer Tribunal Colegiado en Materia Administrativa del Primer Circuito
3894	Vigésimo Segundo Tribunal Colegiado en Materia Administrativa del Primer Circuito
3895	Vigésimo Tercer Tribunal Colegiado en Materia Administrativa del Primer Circuito
4327	Vigésimo Cuarto Tribunal Colegiado en Materia Administrativa del Primer Circuito
5	Primer Tribunal Colegiado en Materia Civil del Primer Circuito
16	Segundo Tribunal Colegiado en Materia Civil del Primer Circuito
27	Tercer Tribunal Colegiado en Materia Civil del Primer Circuito
37	Cuarto Tribunal Colegiado en Materia Civil del Primer Circuito
46	Quinto Tribunal Colegiado en Materia Civil del Primer Circuito
54	Sexto Tribunal Colegiado en Materia Civil del Primer Circuito
62	Séptimo Tribunal Colegiado en Materia Civil del Primer Circuito
68	Octavo Tribunal Colegiado en Materia Civil del Primer Circuito
74	Noveno Tribunal Colegiado en Materia Civil del Primer Circuito
80	Décimo Tribunal Colegiado en Materia Civil del Primer Circuito
85	Décimo Primer Tribunal Colegiado en Materia Civil del Primer Circuito
89	Décimo Segundo Tribunal Colegiado en Materia Civil del Primer Circuito
93	Décimo Tercer Tribunal Colegiado en Materia Civil del Primer Circuito
498	Décimo Cuarto Tribunal Colegiado en Materia Civil del Primer Circuito
3844	Décimo Quinto Tribunal Colegiado en Materia Civil del Primer Circuito
4011	Decimosexto Tribunal Colegiado en Materia Civil del Primer Circuito
6	Primer Tribunal Colegiado en Materia de Trabajo del Primer Circuito
17	Segundo Tribunal Colegiado en Materia de Trabajo del Primer Circuito
28	Tercer Tribunal Colegiado en Materia de Trabajo del Primer Circuito
38	Cuarto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
47	Quinto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
55	Sexto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
63	Séptimo Tribunal Colegiado en Materia de Trabajo del Primer Circuito
69	Octavo Tribunal Colegiado en Materia de Trabajo del Primer Circuito
75	Noveno Tribunal Colegiado en Materia de Trabajo del Primer Circuito
81	Décimo Tribunal Colegiado en Materia de Trabajo del Primer Circuito
86	Décimo Primer Tribunal Colegiado en Materia de Trabajo del Primer Circuito
90	Décimo Segundo Tribunal Colegiado en Materia de Trabajo del Primer Circuito
495	Décimo Tercer Tribunal Colegiado en Materia de Trabajo del Primer Circuito
496	Décimo Cuarto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
497	Décimo Quinto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
1417	Decimosexto Tribunal Colegiado en Materia de Trabajo del Primer Circuito
1372	Primer Tribunal Colegiado de Circuito del Centro Auxiliar de la Primera Región, en su carácter de ordinario
1374	Cuarto Tribunal Colegiado de Circuito del Centro Auxiliar de la Primera Región, en su carácter de ordinario
7	Primer Tribunal Colegiado en Materia Penal del Primer Circuito
18	Segundo Tribunal Colegiado en Materia Penal del Primer Circuito
29	Tercer Tribunal Colegiado en Materia Penal del Primer Circuito
39	Cuarto Tribunal Colegiado en Materia Penal del Primer Circuito
48	Quinto Tribunal Colegiado en Materia Penal del Primer Circuito
56	Sexto Tribunal Colegiado en Materia Penal del Primer Circuito
499	Séptimo Tribunal Colegiado en Materia Penal del Primer Circuito
500	Octavo Tribunal Colegiado en Materia Penal del Primer Circuito
501	Noveno Tribunal Colegiado en Materia Penal del Primer Circuito
1671	Décimo Tribunal Colegiado en Materia Penal del Primer Circuito.
1304	Primer Tribunal Colegiado de Circuito en Materia Administrativa, Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y Jurisdicción en toda la República
1305	Segundo Tribunal Colegiado de Circuito en Materia Administrativa, Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y Jurisdicción en toda la República
930	Comisión de Conflictos Laborales del Poder Judicial de la Federación
6207	Unidad de Instrucción de la Comisión de Conflictos Laborales del Tribunal de Disciplina Judicial
6315	Secretaría General de Acuerdos
6316	Comisión de Disciplina
6317	Comisión de Investigación
6318	Órgano de Investigación de Responsabilidades Administrativas
6319	Órgano de Evaluación del Desempeño Judicial
6320	Comisión de Evaluación
3986	Tribunal Laboral Federal de asuntos colectivos, con sede en la Ciudad de México
4260	Primer Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4261	Segundo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4262	Tercer Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4263	Cuarto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4264	Quinto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4265	Sexto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4266	Séptimo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4267	Octavo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4268	Noveno Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4269	Décimo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4270	Décimo Primer Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4271	Décimo Segundo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4272	Décimo Tercero Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4273	Décimo Cuarto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4274	Décimo Quinto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4472	Décimo Sexto Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4473	Décimo Séptimo Tribunal Laboral Federal de asuntos individuales, con sede en la Ciudad de México
4343	Primer Tribunal Colegiado de Apelación en Materia Penal del Primer Circuito
4344	Segundo Tribunal Colegiado de Apelación en Materia Penal del Primer Circuito
4341	Primer Tribunal Colegiado de Apelación en Materias Civil, Administrativa y Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones del Primer Circuito
4342	Segundo Tribunal Colegiado de Apelación en Materias Civil, Administrativa y Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones del Primer Circuito
4386	Pleno Regional en Materias Administrativa y Civil de la Región Centro-Norte, con residencia en la Ciudad de México.
4612	Pleno Regional en Materias Administrativa y Civil de la Región Centro-Sur, con residencia en la Ciudad de México.
4385	Pleno Regional en Materias Penal y de Trabajo de la Región Centro-Norte, con residencia en la Ciudad de México.
4392	Pleno Regional en Materias Penal y de Trabajo de la Región Centro-Sur, con residencia en la Ciudad de México.
4393	Pleno Regional Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones
